26506,,,,,,,,,,,,,,,,,,
,,0-25,26-50,51-75,76-100,101-125,126-150,151-175,176-200,201-225,226-250,251-275,276-300,301-325,326-350,351-360,,
266.984375,140.25,,,,,,,,,,,,,,,,,
268.265625,142.25,,,,,,,,,,,,,,,,,
269.625,143.25,,,,,,,,,,,,,,,,,
326.5,157.25,,,,,,,,,,,,,,,,,
327.890625,157.25,,,,,,,,,,,,,,,,,
329.296875,157.25,,,,,,,,,,,,,,,,,
330.703125,157.25,,,,,,,,,,,,,,,,,
332.09375,157.25,,,,,,,,,,,,,,,,,
333.5,157.25,,,,,,,,,,,,,,,,,
334.90625,157.25,,,,,,,,,,,,,,,,,
336.296875,157.25,,,,,,,,,,,,,,,,,
337.703125,157.25,,,,,,,,,,,,,,,,,
339.109375,157.25,,,,,,,,,,,,,,,,,
340.5,157.25,,,,,,,,,,,,,,,,,
341.859375,158.25,,,,,,,,,,,,,,,,,
343.265625,158.25,,,,,,,,,,,,,,,,,
344.609375,159.25,,,,,,,,,,,,,,,,,
345.96875,160.25,,,,,,,,,,,,,,,,,
347.328125,161.25,,,,,,,,,,,,,,,,,
348.765625,161.25,,,,,,,,,,,,,,,,,
347.84375,161.25,,,,,,,,,,,,,,,,,
348.953125,162.25,,,,,,,,,,,,,,,,,
214.65625,146.25,,,,,,,,,,,,,,,,,
216.171875,144.25,,,,,,,,,,,,,,,,,
217.703125,142.25,,,,,,,,,,,,,,,,,
219.171875,141.25,,,,,,,,,,,,,,,,,
220.6875,139.25,,,,,,,,,,,,,,,,,
222.21875,137.25,,,,,,,,,,,,,,,,,
223.6875,136.25,,,,,,,,,,,,,,,,,
225.171875,135.25,,,,,,,,,,,,,,,,,
226.625,134.25,,,,,,,,,,,,,,,,,
228.109375,133.25,,,,,,,,,,,,,,,,,
229.578125,132.25,,,,,,,,,,,,,,,,,
231.0625,131.25,,,,,,,,,,,,,,,,,
232.453125,131.25,,,,,,,,,,,,,,,,,
233.921875,130.25,,,,,,,,,,,,,,,,,
235.40625,129.25,,,,,,,,,,,,,,,,,
233.625,193.25,,,,,,,,,,,,,,,,,
238.203125,129.25,,,,,,,,,,,,,,,,,
239.609375,129.25,,,,,,,,,,,,,,,,,
241.09375,128.25,,,,,,,,,,,,,,,,,
242.5,128.25,,,,,,,,,,,,,,,,,
243.890625,128.25,,,,,,,,,,,,,,,,,
245.296875,128.25,,,,,,,,,,,,,,,,,
246.625,129.25,,,,,,,,,,,,,,,,,
248.03125,129.25,,,,,,,,,,,,,,,,,
249.421875,129.25,,,,,,,,,,,,,,,,,
250.75,130.25,,,,,,,,,,,,,,,,,
252.15625,130.25,,,,,,,,,,,,,,,,,
250.390625,195.25,,,,,,,,,,,,,,,,,
254.890625,131.25,,,,,,,,,,,,,,,,,
256.21875,132.25,,,,,,,,,,,,,,,,,
257.5625,133.25,,,,,,,,,,,,,,,,,
258.96875,133.25,,,,,,,,,,,,,,,,,
260.28125,134.25,,,,,,,,,,,,,,,,,
261.625,135.25,,,,,,,,,,,,,,,,,
262.953125,136.25,,,,,,,,,,,,,,,,,
264.296875,137.25,,,,,,,,,,,,,,,,,
265.5625,139.25,,,,,,,,,,,,,,,,,
266.90625,140.25,,,,,,,,,,,,,,,,,
268.1875,142.25,,,,,,,,,,,,,,,,,
269.53125,143.25,,,,,,,,,,,,,,,,,
348.5,161.25,,,,,,,,,,,,,,,,,
47.515625,133.25,,,,,,,,,,,,,,,,,
48.96875,132.25,,,,,,,,,,,,,,,,,
47.328125,195.25,,,,,,,,,,,,,,,,,
51.84375,131.25,,,,,,,,,,,,,,,,,
53.296875,130.25,,,,,,,,,,,,,,,,,
54.6875,130.25,,,,,,,,,,,,,,,,,
56.171875,129.25,,,,,,,,,,,,,,,,,
57.5625,129.25,,,,,,,,,,,,,,,,,
55.8125,192.25,,,,,,,,,,,,,,,,,
60.4375,128.25,,,,,,,,,,,,,,,,,
61.828125,128.25,,,,,,,,,,,,,,,,,
63.21875,128.25,,,,,,,,,,,,,,,,,
64.625,128.25,,,,,,,,,,,,,,,,,
66.015625,128.25,,,,,,,,,,,,,,,,,
67.34375,129.25,,,,,,,,,,,,,,,,,
68.734375,129.25,,,,,,,,,,,,,,,,,
70.125,129.25,,,,,,,,,,,,,,,,,
71.453125,130.25,,,,,,,,,,,,,,,,,
72.84375,130.25,,,,,,,,,,,,,,,,,
74.171875,131.25,,,,,,,,,,,,,,,,,
75.578125,131.25,,,,,,,,,,,,,,,,,
76.890625,132.25,,,,,,,,,,,,,,,,,
78.21875,133.25,,,,,,,,,,,,,,,,,
79.546875,134.25,,,,,,,,,,,,,,,,,
80.875,135.25,,,,,,,,,,,,,,,,,
82.1875,136.25,,,,,,,,,,,,,,,,,
83.53125,137.25,,,,,,,,,,,,,,,,,
84.859375,138.25,,,,,,,,,,,,,,,,,
86.140625,140.25,,,,,,,,,,,,,,,,,
87.46875,141.25,,,,,,,,,,,,,,,,,
88.734375,143.25,,,,,,,,,,,,,,,,,
90.078125,144.25,,,,,,,,,,,,,,,,,
91.34375,146.25,,,,,,,,,,,,,,,,,
92.625,148.25,,,,,,,,,,,,,,,,,
93.921875,150.25,,,,,,,,,,,,,,,,,
95.203125,152.25,,,,,,,,,,,,,,,,,
96.484375,154.25,,,,,,,,,,,,,,,,,
97.796875,156.25,,,,,,,,,,,,,,,,,
99.09375,158.25,,,,,,,,,,,,,,,,,
100.359375,161.25,,,,,,,,,,,,,,,,,
349.34375,162.25,,,,,,,,,,,,,,,,,
350.6875,163.25,,,,,,,,,,,,,,,,,
352.03125,164.25,,,,,,,,,,,,,,,,,
353.359375,166.25,,,,,,,,,,,,,,,,,
354.703125,167.25,,,,,,,,,,,,,,,,,
356.015625,169.25,,,,,,,,,,,,,,,,,
357.359375,170.25,,,,,,,,,,,,,,,,,
358.6875,172.25,,,,,,,,,,,,,,,,,
0,174.25,,,,,,,,,,,,,,,,,
1.3125,176.25,,,,,,,,,,,,,,,,,
2.59375,179.25,,,,,,,,,,,,,,,,,
3.921875,181.25,,,,,,,,,,,,,,,,,
5.203125,184.25,,,,,,,,,,,,,,,,,
6.53125,186.25,,,,,,,,,,,,,,,,,
7.8125,189.25,,,,,,,,,,,,,,,,,
9.109375,192.25,,,,,,,,,,,,,,,,,
10.375,196.25,,,,,,,,,,,,,,,,,
12.09375,186.5,,,,,,,,,,,,,,,,,
12.71875,211.5,,,,,,,,,,,,,,,,,
12.546875,287.5,,,,,,,,,,,,,,,,,
16.265625,187.5,,,,,,,,,,,,,,,,,
17.84375,182.25,,,,,,,,,,,,,,,,,
19.453125,177.25,,,,,,,,,,,,,,,,,
21,173.25,,,,,,,,,,,,,,,,,
22.578125,169.25,,,,,,,,,,,,,,,,,
24.15625,165.25,,,,,,,,,,,,,,,,,
25.6875,162.25,,,,,,,,,,,,,,,,,
27.28125,158.25,,,,,,,,,,,,,,,,,
28.8125,155.25,,,,,,,,,,,,,,,,,
30.3125,153.25,,,,,,,,,,,,,,,,,
31.875,150.25,,,,,,,,,,,,,,,,,
33.390625,148.25,,,,,,,,,,,,,,,,,
34.890625,146.25,,,,,,,,,,,,,,,,,
36.421875,144.25,,,,,,,,,,,,,,,,,
37.9375,142.25,,,,,,,,,,,,,,,,,
39.46875,140.25,,,,,,,,,,,,,,,,,
40.921875,139.25,,,,,,,,,,,,,,,,,
42.453125,137.25,,,,,,,,,,,,,,,,,
43.90625,136.25,,,,,,,,,,,,,,,,,
45.390625,135.25,,,,,,,,,,,,,,,,,
347.71875,161.25,,,,,,,,,,,,,,,,,
348.828125,162.25,,,,,,,,,,,,,,,,,
348.5,161.25,,,,,,,,,,,,,,,,,
101.1875,163.25,,,,,,,,,,,,,,,,,
102.453125,166.25,,,,,,,,,,,,,,,,,
103.75,168.25,,,,,,,,,,,,,,,,,
104.984375,172,,,,,,,,,,,,,,,,,
106.25,175.25,,,,,,,,,,,,,,,,,
107.515625,178.25,,,,,,,,,,,,,,,,,
108.75,182.25,,,,,,,,,,,,,,,,,
110.046875,185.25,,,,,,,,,,,,,,,,,
111.546875,182.25,,,,,,,,,,,,,,,,,
112.375,198.75,,,,,,,,,,,,,,,,,
112.171875,267.5,,,,,,,,,,,,,,,,,
115.578125,186.5,,,,,,,,,,,,,,,,,
117.0625,184.25,,,,,,,,,,,,,,,,,
118.609375,180.25,,,,,,,,,,,,,,,,,
120.15625,176.25,,,,,,,,,,,,,,,,,
121.640625,174,,,,,,,,,,,,,,,,,
123.1875,170.25,,,,,,,,,,,,,,,,,
124.734375,167.25,,,,,,,,,,,,,,,,,
126.21875,165.25,,,,,,,,,,,,,,,,,
127.6875,163.25,,,,,,,,,,,,,,,,,
129.25,160.25,,,,,,,,,,,,,,,,,
130.703125,159,,,,,,,,,,,,,,,,,
132.171875,157.25,,,,,,,,,,,,,,,,,
133.671875,155.25,,,,,,,,,,,,,,,,,
135.109375,154.25,,,,,,,,,,,,,,,,,
136.609375,152.25,,,,,,,,,,,,,,,,,
138.0625,151.25,,,,,,,,,,,,,,,,,
139.515625,150.25,,,,,,,,,,,,,,,,,
140.953125,149.25,,,,,,,,,,,,,,,,,
142.40625,148.25,,,,,,,,,,,,,,,,,
143.875,147.25,,,,,,,,,,,,,,,,,
145.3125,146.25,,,,,,,,,,,,,,,,,
146.703125,146.25,,,,,,,,,,,,,,,,,
148.171875,145.25,,,,,,,,,,,,,,,,,
149.5625,145.25,,,,,,,,,,,,,,,,,
150.953125,145.25,,,,,,,,,,,,,,,,,
152.359375,145.25,,,,,,,,,,,,,,,,,
153.8125,144.25,,,,,,,,,,,,,,,,,
155.203125,144.25,,,,,,,,,,,,,,,,,
156.609375,144.25,,,,,,,,,,,,,,,,,
348.625,161.25,,,,,,,,,,,,,,,,,
101.625,164.25,,,,,,,,,,,,,,,,,
102.9375,166.25,,,,,,,,,,,,,,,,,
104.1875,169.25,,,,,,,,,,,,,,,,,
105.453125,172.25,,,,,,,,,,,,,,,,,
106.671875,176.25,,,,,,,,,,,,,,,,,
107.953125,179.25,,,,,,,,,,,,,,,,,
109.1875,183.25,,,,,,,,,,,,,,,,,
110.84375,176.25,,,,,,,,,,,,,,,,,
111.828125,187.5,,,,,,,,,,,,,,,,,
112.78125,200.5,,,,,,,,,,,,,,,,,
114.609375,187.5,,,,,,,,,,,,,,,,,
116.078125,185.25,,,,,,,,,,,,,,,,,
117.546875,183.25,,,,,,,,,,,,,,,,,
119.125,178.25,,,,,,,,,,,,,,,,,
120.640625,175.25,,,,,,,,,,,,,,,,,
122.109375,173.25,,,,,,,,,,,,,,,,,
123.6875,169.25,,,,,,,,,,,,,,,,,
125.171875,167.25,,,,,,,,,,,,,,,,,
126.6875,164.25,,,,,,,,,,,,,,,,,
128.171875,162.25,,,,,,,,,,,,,,,,,
129.671875,160.25,,,,,,,,,,,,,,,,,
131.15625,158.25,,,,,,,,,,,,,,,,,
132.640625,156.25,,,,,,,,,,,,,,,,,
134.078125,155.25,,,,,,,,,,,,,,,,,
135.578125,153.25,,,,,,,,,,,,,,,,,
137.03125,152.25,,,,,,,,,,,,,,,,,
138.46875,151.25,,,,,,,,,,,,,,,,,
139.921875,150.25,,,,,,,,,,,,,,,,,
141.421875,148.25,,,,,,,,,,,,,,,,,
142.8125,148.25,,,,,,,,,,,,,,,,,
144.265625,147.25,,,,,,,,,,,,,,,,,
145.703125,146.25,,,,,,,,,,,,,,,,,
147.109375,146.25,,,,,,,,,,,,,,,,,
148.5625,145.25,,,,,,,,,,,,,,,,,
149.953125,145.25,,,,,,,,,,,,,,,,,
151.34375,145.25,,,,,,,,,,,,,,,,,
152.734375,145.25,,,,,,,,,,,,,,,,,
154.125,145.25,,,,,,,,,,,,,,,,,
155.578125,144.25,,,,,,,,,,,,,,,,,
156.984375,144.25,,,,,,,,,,,,,,,,,
348.765625,161.25,,,,,,,,,,,,,,,,,
102.46875,165.25,,,,,,,,,,,,,,,,,
103.71875,168.25,,,,,,,,,,,,,,,,,
105,171,,,,,,,,,,,,,,,,,
106.28125,174.25,,,,,,,,,,,,,,,,,
107.515625,178.25,,,,,,,,,,,,,,,,,
108.8125,181.25,,,,,,,,,,,,,,,,,
110.046875,185.25,,,,,,,,,,,,,,,,,
111.5625,182.25,,,,,,,,,,,,,,,,,
112.4375,197.75,,,,,,,,,,,,,,,,,
112.25,264.5,,,,,,,,,,,,,,,,,
115.625,186.5,,,,,,,,,,,,,,,,,
117.125,184.25,,,,,,,,,,,,,,,,,
118.65625,180.25,,,,,,,,,,,,,,,,,
120.21875,176.25,,,,,,,,,,,,,,,,,
121.71875,174.25,,,,,,,,,,,,,,,,,
123.28125,170.25,,,,,,,,,,,,,,,,,
124.828125,167.25,,,,,,,,,,,,,,,,,
126.3125,165.25,,,,,,,,,,,,,,,,,
127.84375,162.25,,,,,,,,,,,,,,,,,
129.359375,160.25,,,,,,,,,,,,,,,,,
130.8125,159.25,,,,,,,,,,,,,,,,,
132.3125,157.25,,,,,,,,,,,,,,,,,
133.8125,155.25,,,,,,,,,,,,,,,,,
135.296875,153.25,,,,,,,,,,,,,,,,,
136.765625,152.25,,,,,,,,,,,,,,,,,
138.21875,151.25,,,,,,,,,,,,,,,,,
139.6875,150.25,,,,,,,,,,,,,,,,,
141.140625,149.25,,,,,,,,,,,,,,,,,
142.59375,148.25,,,,,,,,,,,,,,,,,
144.0625,147.25,,,,,,,,,,,,,,,,,
145.515625,146.25,,,,,,,,,,,,,,,,,
146.921875,146.25,,,,,,,,,,,,,,,,,
148.390625,145.25,,,,,,,,,,,,,,,,,
149.796875,145.25,,,,,,,,,,,,,,,,,
151.1875,145.25,,,,,,,,,,,,,,,,,
152.59375,145.25,,,,,,,,,,,,,,,,,
154,145.25,,,,,,,,,,,,,,,,,
155.46875,144.25,,,,,,,,,,,,,,,,,
156.875,144.25,,,,,,,,,,,,,,,,,
158.28125,144.25,,,,,,,,,,,,,,,,,
327.9375,157.25,,,,,,,,,,,,,,,,,
329.34375,157.25,,,,,,,,,,,,,,,,,
330.8125,156.25,,,,,,,,,,,,,,,,,
332.171875,157.25,,,,,,,,,,,,,,,,,
333.59375,157.25,,,,,,,,,,,,,,,,,
335.015625,157.25,,,,,,,,,,,,,,,,,
336.421875,157.25,,,,,,,,,,,,,,,,,
337.84375,157.25,,,,,,,,,,,,,,,,,
339.265625,157.25,,,,,,,,,,,,,,,,,
340.671875,157.25,,,,,,,,,,,,,,,,,
342.046875,158.25,,,,,,,,,,,,,,,,,
343.46875,158.25,,,,,,,,,,,,,,,,,
344.828125,159.25,,,,,,,,,,,,,,,,,
346.203125,160.25,,,,,,,,,,,,,,,,,
347.578125,161.25,,,,,,,,,,,,,,,,,
102.203125,165.25,,,,,,,,,,,,,,,,,
103.453125,168.25,,,,,,,,,,,,,,,,,
104.734375,171.25,,,,,,,,,,,,,,,,,
106,174.25,,,,,,,,,,,,,,,,,
107.28125,177.25,,,,,,,,,,,,,,,,,
108.53125,181.25,,,,,,,,,,,,,,,,,
109.8125,184.25,,,,,,,,,,,,,,,,,
111.40625,179.25,,,,,,,,,,,,,,,,,
112.265625,194.5,,,,,,,,,,,,,,,,,
112.125,255.5,,,,,,,,,,,,,,,,,
115.328125,186.5,,,,,,,,,,,,,,,,,
116.828125,184.25,,,,,,,,,,,,,,,,,
118.328125,181.25,,,,,,,,,,,,,,,,,
119.890625,177.25,,,,,,,,,,,,,,,,,
121.40625,174.25,,,,,,,,,,,,,,,,,
122.9375,171.25,,,,,,,,,,,,,,,,,
124.46875,168.25,,,,,,,,,,,,,,,,,
126,165.25,,,,,,,,,,,,,,,,,
127.484375,163.25,,,,,,,,,,,,,,,,,
129,161.25,,,,,,,,,,,,,,,,,
130.484375,159.25,,,,,,,,,,,,,,,,,
131.984375,157.25,,,,,,,,,,,,,,,,,
133.484375,155.25,,,,,,,,,,,,,,,,,
134.921875,154.25,,,,,,,,,,,,,,,,,
136.375,153.25,,,,,,,,,,,,,,,,,
137.890625,151.25,,,,,,,,,,,,,,,,,
139.34375,150.25,,,,,,,,,,,,,,,,,
140.796875,149.25,,,,,,,,,,,,,,,,,
142.25,148.25,,,,,,,,,,,,,,,,,
143.71875,147.25,,,,,,,,,,,,,,,,,
145.171875,146.25,,,,,,,,,,,,,,,,,
146.5625,146.25,,,,,,,,,,,,,,,,,
148.03125,145.25,,,,,,,,,,,,,,,,,
149.4375,145.25,,,,,,,,,,,,,,,,,
150.828125,145.25,,,,,,,,,,,,,,,,,
152.234375,145.25,,,,,,,,,,,,,,,,,
153.703125,144.25,,,,,,,,,,,,,,,,,
155.09375,144.25,,,,,,,,,,,,,,,,,
156.5,144.25,,,,,,,,,,,,,,,,,
157.90625,144.25,,,,,,,,,,,,,,,,,
214.390625,146.25,,,,,,,,,,,,,,,,,
215.921875,144.25,,,,,,,,,,,,,,,,,
217.453125,142.25,,,,,,,,,,,,,,,,,
218.921875,141.25,,,,,,,,,,,,,,,,,
220.453125,139.25,,,,,,,,,,,,,,,,,
221.984375,137.25,,,,,,,,,,,,,,,,,
223.46875,136.25,,,,,,,,,,,,,,,,,
224.953125,135.25,,,,,,,,,,,,,,,,,
226.421875,134.25,,,,,,,,,,,,,,,,,
227.90625,133.25,,,,,,,,,,,,,,,,,
229.375,132.25,,,,,,,,,,,,,,,,,
230.859375,131.25,,,,,,,,,,,,,,,,,
232.28125,131.25,,,,,,,,,,,,,,,,,
233.75,130.25,,,,,,,,,,,,,,,,,
235.234375,129.25,,,,,,,,,,,,,,,,,
236.640625,129.25,,,,,,,,,,,,,,,,,
238.046875,129.25,,,,,,,,,,,,,,,,,
239.46875,129.25,,,,,,,,,,,,,,,,,
240.953125,128.25,,,,,,,,,,,,,,,,,
242.359375,128.25,,,,,,,,,,,,,,,,,
243.765625,128.25,,,,,,,,,,,,,,,,,
245.171875,128.25,,,,,,,,,,,,,,,,,
246.5,129.25,,,,,,,,,,,,,,,,,
247.921875,129.25,,,,,,,,,,,,,,,,,
249.328125,129.25,,,,,,,,,,,,,,,,,
250.65625,130.25,,,,,,,,,,,,,,,,,
252.0625,130.25,,,,,,,,,,,,,,,,,
253.40625,131.25,,,,,,,,,,,,,,,,,
254.828125,131.25,,,,,,,,,,,,,,,,,
253.09375,196.25,,,,,,,,,,,,,,,,,
257.5,133.25,,,,,,,,,,,,,,,,,
258.90625,133.25,,,,,,,,,,,,,,,,,
260.234375,134.25,,,,,,,,,,,,,,,,,
261.578125,135.25,,,,,,,,,,,,,,,,,
262.921875,136.25,,,,,,,,,,,,,,,,,
261.390625,201.25,,,,,,,,,,,,,,,,,
265.546875,139.25,,,,,,,,,,,,,,,,,
266.890625,140.25,,,,,,,,,,,,,,,,,
268.171875,142.25,,,,,,,,,,,,,,,,,
269.53125,143.25,,,,,,,,,,,,,,,,,
271.21875,145.25,,,,,,,,,,,,,,,,,
272.5,147.25,,,,,,,,,,,,,,,,,
273.78125,149.25,,,,,,,,,,,,,,,,,
275.0625,151.25,,,,,,,,,,,,,,,,,
276.359375,153.25,,,,,,,,,,,,,,,,,
277.625,156.25,,,,,,,,,,,,,,,,,
278.921875,158.25,,,,,,,,,,,,,,,,,
280.1875,161.25,,,,,,,,,,,,,,,,,
281.4375,164.25,,,,,,,,,,,,,,,,,
282.75,166.25,,,,,,,,,,,,,,,,,
284.015625,169.25,,,,,,,,,,,,,,,,,
285.296875,172.25,,,,,,,,,,,,,,,,,
286.515625,176.25,,,,,,,,,,,,,,,,,
287.8125,179.25,,,,,,,,,,,,,,,,,
289.046875,183.25,,,,,,,,,,,,,,,,,
290.265625,188.25,,,,,,,,,,,,,,,,,
291.546875,192.25,,,,,,,,,,,,,,,,,
292.796875,196.25,,,,,,,,,,,,,,,,,
294.4375,189.25,,,,,,,,,,,,,,,,,
295.09375,213.5,,,,,,,,,,,,,,,,,
295.03125,284.5,,,,,,,,,,,,,,,,,
298.5,193.5,,,,,,,,,,,,,,,,,
300.015625,190.25,,,,,,,,,,,,,,,,,
301.4375,189.25,,,,,,,,,,,,,,,,,
303.03125,184.25,,,,,,,,,,,,,,,,,
304.65625,178.25,,,,,,,,,,,,,,,,,
306.125,176.25,,,,,,,,,,,,,,,,,
307.65625,173.25,,,,,,,,,,,,,,,,,
309.140625,171.25,,,,,,,,,,,,,,,,,
310.625,169.25,,,,,,,,,,,,,,,,,
312.078125,168.25,,,,,,,,,,,,,,,,,
313.5625,166.25,,,,,,,,,,,,,,,,,
315.046875,164.25,,,,,,,,,,,,,,,,,
316.5,163.25,,,,,,,,,,,,,,,,,
317.9375,162.25,,,,,,,,,,,,,,,,,
319.40625,161.25,,,,,,,,,,,,,,,,,
320.859375,160.25,,,,,,,,,,,,,,,,,
322.296875,159.25,,,,,,,,,,,,,,,,,
323.75,158.25,,,,,,,,,,,,,,,,,
325.15625,158.25,,,,,,,,,,,,,,,,,
348.828125,162.25,,,,,,,,,,,,,,,,,
101.15625,162.25,,,,,,,,,,,,,,,,,
102.421875,165.25,,,,,,,,,,,,,,,,,
103.671875,168.25,,,,,,,,,,,,,,,,,
104.953125,171.25,,,,,,,,,,,,,,,,,
106.21875,174.25,,,,,,,,,,,,,,,,,
107.5,177.25,,,,,,,,,,,,,,,,,
108.734375,181.25,,,,,,,,,,,,,,,,,
109.984375,185.25,,,,,,,,,,,,,,,,,
111.5625,180.25,,,,,,,,,,,,,,,,,
112.390625,196.5,,,,,,,,,,,,,,,,,
112.21875,261.5,,,,,,,,,,,,,,,,,
115.515625,186.5,,,,,,,,,,,,,,,,,
117.015625,184.25,,,,,,,,,,,,,,,,,
118.546875,180.25,,,,,,,,,,,,,,,,,
120.078125,177.25,,,,,,,,,,,,,,,,,
121.59375,174.25,,,,,,,,,,,,,,,,,
123.109375,171.25,,,,,,,,,,,,,,,,,
124.640625,168.25,,,,,,,,,,,,,,,,,
126.171875,165.25,,,,,,,,,,,,,,,,,
127.65625,163.25,,,,,,,,,,,,,,,,,
129.15625,161.25,,,,,,,,,,,,,,,,,
130.65625,159.25,,,,,,,,,,,,,,,,,
132.140625,157.25,,,,,,,,,,,,,,,,,
133.59375,156.25,,,,,,,,,,,,,,,,,
135.078125,154.25,,,,,,,,,,,,,,,,,
136.578125,152.25,,,,,,,,,,,,,,,,,
138.03125,151.25,,,,,,,,,,,,,,,,,
139.484375,150.25,,,,,,,,,,,,,,,,,
140.9375,149.25,,,,,,,,,,,,,,,,,
142.390625,148.25,,,,,,,,,,,,,,,,,
143.859375,147.25,,,,,,,,,,,,,,,,,
145.296875,146.25,,,,,,,,,,,,,,,,,
146.6875,146.25,,,,,,,,,,,,,,,,,
148.15625,145.25,,,,,,,,,,,,,,,,,
149.546875,145.25,,,,,,,,,,,,,,,,,
150.953125,145.25,,,,,,,,,,,,,,,,,
152.34375,145.25,,,,,,,,,,,,,,,,,
153.8125,144.25,,,,,,,,,,,,,,,,,
155.203125,144.25,,,,,,,,,,,,,,,,,
156.609375,144.25,,,,,,,,,,,,,,,,,
158.15625,144.25,,,,,,,,,,,,,,,,,
159.546875,144.25,,,,,,,,,,,,,,,,,
160.875,145.25,,,,,,,,,,,,,,,,,
162.28125,145.25,,,,,,,,,,,,,,,,,
163.609375,146.25,,,,,,,,,,,,,,,,,
164.96875,147.25,,,,,,,,,,,,,,,,,
166.296875,148.25,,,,,,,,,,,,,,,,,
167.640625,149.25,,,,,,,,,,,,,,,,,
168.984375,150.25,,,,,,,,,,,,,,,,,
170.328125,151.25,,,,,,,,,,,,,,,,,
171.671875,152.25,,,,,,,,,,,,,,,,,
173.015625,153.25,,,,,,,,,,,,,,,,,
174.359375,154.25,,,,,,,,,,,,,,,,,
175.671875,156.25,,,,,,,,,,,,,,,,,
177.015625,157.25,,,,,,,,,,,,,,,,,
178.328125,159.25,,,,,,,,,,,,,,,,,
179.625,161.25,,,,,,,,,,,,,,,,,
180.96875,162.25,,,,,,,,,,,,,,,,,
182.234375,165.25,,,,,,,,,,,,,,,,,
183.546875,167.25,,,,,,,,,,,,,,,,,
184.84375,169.25,,,,,,,,,,,,,,,,,
186.125,172.25,,,,,,,,,,,,,,,,,
187.4375,174.25,,,,,,,,,,,,,,,,,
188.71875,177.25,,,,,,,,,,,,,,,,,
189.984375,180.25,,,,,,,,,,,,,,,,,
191.28125,183.25,,,,,,,,,,,,,,,,,
192.5625,186.25,,,,,,,,,,,,,,,,,
194.296875,177.5,,,,,,,,,,,,,,,,,
194.984375,197.5,,,,,,,,,,,,,,,,,
194.84375,261.5,,,,,,,,,,,,,,,,,
198.328125,181.5,,,,,,,,,,,,,,,,,
199.90625,177.25,,,,,,,,,,,,,,,,,
201.5,172.25,,,,,,,,,,,,,,,,,
203.078125,168.25,,,,,,,,,,,,,,,,,
204.640625,164.25,,,,,,,,,,,,,,,,,
206.203125,161.25,,,,,,,,,,,,,,,,,
207.734375,158.25,,,,,,,,,,,,,,,,,
209.28125,155.25,,,,,,,,,,,,,,,,,
210.828125,152.25,,,,,,,,,,,,,,,,,
212.390625,149.25,,,,,,,,,,,,,,,,,
213.953125,147.25,,,,,,,,,,,,,,,,,
215.46875,145.25,,,,,,,,,,,,,,,,,
217,143.25,,,,,,,,,,,,,,,,,
218.546875,141.25,,,,,,,,,,,,,,,,,
220.078125,139.25,,,,,,,,,,,,,,,,,
221.546875,138.25,,,,,,,,,,,,,,,,,
223.03125,137.25,,,,,,,,,,,,,,,,,
224.578125,135.25,,,,,,,,,,,,,,,,,
226.0625,134.25,,,,,,,,,,,,,,,,,
227.546875,133.25,,,,,,,,,,,,,,,,,
229.015625,132.25,,,,,,,,,,,,,,,,,
230.515625,131.25,,,,,,,,,,,,,,,,,
231.921875,131.25,,,,,,,,,,,,,,,,,
233.40625,130.25,,,,,,,,,,,,,,,,,
234.8125,130.25,,,,,,,,,,,,,,,,,
236.296875,129.25,,,,,,,,,,,,,,,,,
237.71875,129.25,,,,,,,,,,,,,,,,,
239.125,129.25,,,,,,,,,,,,,,,,,
240.609375,128.25,,,,,,,,,,,,,,,,,
242.03125,128.25,,,,,,,,,,,,,,,,,
243.4375,128.25,,,,,,,,,,,,,,,,,
244.859375,128.25,,,,,,,,,,,,,,,,,
246.1875,129.25,,,,,,,,,,,,,,,,,
247.59375,129.25,,,,,,,,,,,,,,,,,
249.015625,129.25,,,,,,,,,,,,,,,,,
250.421875,129.25,,,,,,,,,,,,,,,,,
251.765625,130.25,,,,,,,,,,,,,,,,,
253.171875,130.25,,,,,,,,,,,,,,,,,
254.515625,131.25,,,,,,,,,,,,,,,,,
255.859375,132.25,,,,,,,,,,,,,,,,,
257.265625,132.25,,,,,,,,,,,,,,,,,
258.609375,133.25,,,,,,,,,,,,,,,,,
259.953125,134.25,,,,,,,,,,,,,,,,,
261.296875,135.25,,,,,,,,,,,,,,,,,
262.640625,136.25,,,,,,,,,,,,,,,,,
263.984375,137.25,,,,,,,,,,,,,,,,,
265.328125,138.25,,,,,,,,,,,,,,,,,
266.625,140.25,,,,,,,,,,,,,,,,,
267.96875,141.25,,,,,,,,,,,,,,,,,
269.265625,143.25,,,,,,,,,,,,,,,,,
348.5,161.25,,,,,,,,,,,,,,,,,
159.203125,144.25,,,,,,,,,,,,,,,,,
160.546875,145.25,,,,,,,,,,,,,,,,,
161.953125,145.25,,,,,,,,,,,,,,,,,
163.296875,146.25,,,,,,,,,,,,,,,,,
164.65625,147.25,,,,,,,,,,,,,,,,,
166,148.25,,,,,,,,,,,,,,,,,
167.34375,149.25,,,,,,,,,,,,,,,,,
168.703125,150.25,,,,,,,,,,,,,,,,,
170.0625,151.25,,,,,,,,,,,,,,,,,
171.421875,152.25,,,,,,,,,,,,,,,,,
172.765625,153.25,,,,,,,,,,,,,,,,,
174.125,154.25,,,,,,,,,,,,,,,,,
175.484375,155.25,,,,,,,,,,,,,,,,,
