#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
104.4062500000,164.2500000000
105.6562500000,167.0000000000
106.8906250000,170.2500000000
108.1406250000,173.2500000000
109.3906250000,176.2500000000
110.6562500000,179.2500000000
111.8750000000,183.2500000000
113.1093750000,187.0000000000
114.3437500000,191.2500000000
115.9687500000,184.2500000000
116.7812500000,200.5000000000
117.9531250000,207.5000000000
119.7343750000,194.5000000000
121.2187500000,191.2500000000
122.6875000000,188.2500000000
124.1718750000,185.2500000000
125.6562500000,182.2500000000
127.1562500000,179.2500000000
128.6406250000,176.2500000000
130.1093750000,174.2500000000
131.5625000000,172.2500000000
133.0156250000,170.2500000000
134.4843750000,168.2500000000
135.9531250000,166.2500000000
137.3750000000,165.2500000000
138.8281250000,163.2500000000
140.2500000000,162.2500000000
141.6875000000,161.2500000000
143.1562500000,159.2500000000
144.5781250000,158.2500000000
143.7031250000,221.2500000000
147.3750000000,157.2500000000
148.7968750000,156.2500000000
150.2187500000,155.2500000000
151.5937500000,155.2500000000
152.9687500000,155.2500000000
152.0312500000,218.2500000000
212.8750000000,117.2500000000
214.0781250000,119.2500000000
215.2187500000,122.2500000000
214.4375000000,0.0000000000
216.2968750000,146.5000000000
217.7656250000,145.2500000000
219.2812500000,143.2500000000
220.7343750000,142.2500000000
222.2343750000,140.2500000000
223.7500000000,138.2500000000
225.2031250000,137.2500000000
226.7343750000,135.2500000000
228.1875000000,134.2500000000
229.6562500000,133.2500000000
231.1093750000,132.2500000000
232.5781250000,131.2500000000
233.9531250000,131.2500000000
235.4062500000,130.2500000000
236.8750000000,129.2500000000
235.0781250000,193.2500000000
239.6562500000,129.2500000000
241.1250000000,128.2500000000
242.5156250000,128.2500000000
243.9062500000,128.2500000000
245.2812500000,128.2500000000
243.4531250000,192.2500000000
248.0625000000,128.2500000000
249.4531250000,128.2500000000
250.8437500000,128.2500000000
252.2343750000,128.2500000000
253.5468750000,129.2500000000
254.9375000000,129.2500000000
256.2343750000,130.2500000000
257.6250000000,130.2500000000
258.9531250000,131.2500000000
260.3437500000,131.2500000000
261.6562500000,132.2500000000
262.9843750000,133.2500000000
264.2968750000,134.2500000000
265.6250000000,135.2500000000
266.0781250000,135.2500000000
267.3125000000,137.2500000000
268.6406250000,138.2500000000
269.9531250000,139.2500000000
271.2187500000,141.2500000000
269.8125000000,206.2500000000
273.7968750000,144.2500000000
275.1250000000,145.2500000000
276.3906250000,147.2500000000
277.6562500000,149.2500000000
278.9218750000,151.2500000000
277.8281250000,217.2500000000
281.4531250000,156.2500000000
282.7343750000,158.2500000000
284.0312500000,160.2500000000
285.2500000000,163.2500000000
286.5156250000,166.2500000000
287.7656250000,169.2500000000
289.0156250000,172.2500000000
290.2343750000,176.2500000000
291.4531250000,180.2500000000
292.7031250000,184.2500000000
293.9218750000,188.2500000000
295.5781250000,181.0000000000
296.4375000000,196.5000000000
296.4531250000,249.5000000000
299.5312500000,186.5000000000
300.8125000000,189.2500000000
303.6406250000,0.0000000000
305.0312500000,0.0000000000
306.4062500000,0.0000000000
307.0468750000,171.5000000000
308.6562500000,166.2500000000
310.1718750000,163.2500000000
311.6718750000,161.2500000000
313.0937500000,160.0000000000
314.5781250000,158.2500000000
316.0468750000,156.2500000000
317.4843750000,155.2500000000
318.9687500000,153.2500000000
266.8906250000,136.2500000000
268.2031250000,137.2500000000
269.5156250000,138.2500000000
270.7812500000,140.2500000000
272.0937500000,141.2500000000
273.3437500000,143.2500000000
274.6093750000,145.2500000000
275.9218750000,146.2500000000
277.2031250000,148.2500000000
278.4687500000,150.2500000000
279.7343750000,152.2500000000
280.9687500000,155.2500000000
282.2500000000,157.2500000000
283.5468750000,159.2500000000
284.7656250000,162.2500000000
286.0156250000,165.2500000000
287.3125000000,167.2500000000
288.5156250000,171.2500000000
289.7656250000,174.2500000000
290.9843750000,178.2500000000
292.2031250000,182.2500000000
293.4531250000,186.2500000000
295.0937500000,179.2500000000
296.1562500000,187.5000000000
297.1093750000,200.5000000000
298.9218750000,187.5000000000
300.2812500000,188.2500000000
301.5625000000,191.0000000000
304.4375000000,0.0000000000
305.8281250000,0.0000000000
306.3281250000,174.5000000000
307.9687500000,168.2500000000
309.5000000000,165.2500000000
311.0000000000,162.2500000000
312.4531250000,161.2500000000
313.9218750000,159.2500000000
315.3906250000,157.2500000000
316.8750000000,155.2500000000
318.2968750000,154.2500000000
319.7343750000,153.2500000000
321.0781250000,152.2500000000
322.5000000000,151.2500000000
323.9531250000,150.2500000000
325.3750000000,149.2500000000
326.7656250000,149.2500000000
328.2031250000,148.2500000000
329.5937500000,148.2500000000
331.0468750000,147.2500000000
332.4218750000,147.2500000000
333.8125000000,147.2500000000
335.1875000000,147.2500000000
336.5156250000,148.2500000000
337.8906250000,148.2500000000
339.2812500000,148.2500000000
340.6718750000,148.2500000000
342.0468750000,148.2500000000
343.4375000000,148.2500000000
344.7500000000,149.2500000000
346.1406250000,149.2500000000
347.4843750000,150.2500000000
348.7656250000,150.2500000000
155.0312500000,154.0000000000
156.3906250000,154.2500000000
157.7656250000,154.2500000000
159.2031250000,153.2500000000
160.5781250000,153.2500000000
161.9218750000,154.2500000000
164.0937500000,140.5000000000
166.3125000000,128.5000000000
167.7812500000,127.2500000000
169.2500000000,126.2500000000
170.7812500000,124.2500000000
172.3437500000,122.2500000000
173.7968750000,121.2500000000
175.2656250000,120.2500000000
176.8281250000,118.2500000000
178.2031250000,118.2500000000
179.6718750000,117.2500000000
181.1406250000,116.2500000000
182.7187500000,114.2500000000
184.0937500000,114.2500000000
185.4843750000,114.2500000000
186.9531250000,113.2500000000
188.3437500000,113.2500000000
189.8281250000,112.2500000000
191.2187500000,112.2500000000
192.5937500000,112.2500000000
193.9843750000,112.2500000000
195.3593750000,112.2500000000
196.7343750000,112.2500000000
198.1250000000,112.2500000000
199.5000000000,112.2500000000
200.8906250000,112.2500000000
202.2656250000,112.2500000000
203.6562500000,112.2500000000
204.9218750000,113.2500000000
206.2500000000,114.0000000000
207.5937500000,114.2500000000
208.8906250000,115.2500000000
210.2656250000,115.2500000000
211.6562500000,115.2500000000
349.0312500000,150.2500000000
349.1718750000,150.2500000000
321.8906250000,151.2500000000
323.2812500000,151.2500000000
324.7343750000,150.2500000000
326.1875000000,149.2500000000
327.6406250000,148.2500000000
329.0468750000,148.2500000000
330.5000000000,147.2500000000
331.9062500000,147.2500000000
333.2968750000,147.2500000000
334.7031250000,147.2500000000
336.0937500000,147.2500000000
337.4218750000,148.2500000000
338.8281250000,148.2500000000
340.2187500000,148.2500000000
341.6250000000,148.2500000000
343.0156250000,148.2500000000
344.4218750000,148.2500000000
345.7500000000,149.2500000000
347.1562500000,149.2500000000
321.0937500000,152.2500000000
322.5156250000,151.2500000000
321.5000000000,214.2500000000
325.3906250000,149.2500000000
326.7812500000,149.2500000000
328.2187500000,148.2500000000
329.6093750000,148.2500000000
331.0468750000,147.2500000000
329.8750000000,211.2500000000
333.8125000000,147.2500000000
335.2031250000,147.2500000000
336.5156250000,148.2500000000
337.9062500000,148.2500000000
339.2812500000,148.2500000000
340.6718750000,148.2500000000
342.0468750000,148.2500000000
343.4375000000,148.2500000000
344.7500000000,149.2500000000
346.1406250000,149.2500000000
347.4843750000,150.2500000000
212.8750000000,117.2500000000
214.0781250000,119.2500000000
215.2187500000,122.2500000000
214.4375000000,0.0000000000
216.2968750000,146.5000000000
217.7500000000,145.2500000000
219.2656250000,143.2500000000
220.7812500000,141.2500000000
222.2343750000,140.2500000000
223.7343750000,138.2500000000
225.1875000000,137.2500000000
223.7656250000,199.2500000000
228.1718750000,134.2500000000
229.6406250000,133.2500000000
231.0781250000,132.2500000000
232.5468750000,131.2500000000
233.9375000000,131.2500000000
235.3906250000,130.2500000000
236.8437500000,129.2500000000
238.2343750000,129.2500000000
239.6250000000,129.2500000000
241.0937500000,128.2500000000
242.4687500000,128.2500000000
243.8593750000,128.2500000000
245.2500000000,128.2500000000
246.6406250000,128.2500000000
248.0312500000,128.2500000000
249.4062500000,128.2500000000
250.7968750000,128.2500000000
248.9687500000,192.2500000000
253.5000000000,129.2500000000
254.8750000000,129.2500000000
256.1875000000,130.2500000000
257.5781250000,130.2500000000
258.9062500000,131.2500000000
260.2812500000,131.2500000000
261.5937500000,132.2500000000
262.9218750000,133.2500000000
264.2343750000,134.2500000000
265.5625000000,135.2500000000
349.1718750000,150.2500000000
46.4375000000,137.2500000000
47.8750000000,136.2500000000
49.3281250000,135.2500000000
50.7656250000,134.2500000000
52.2187500000,133.2500000000
53.6562500000,132.2500000000
55.1093750000,131.2500000000
56.4843750000,131.2500000000
57.9218750000,130.2500000000
59.2968750000,130.2500000000
60.7500000000,129.2500000000
62.1250000000,129.2500000000
63.5000000000,129.2500000000
64.8906250000,129.2500000000
66.2656250000,129.2500000000
67.6406250000,129.2500000000
69.0156250000,129.2500000000
70.3906250000,129.2500000000
71.7656250000,129.2500000000
73.0625000000,130.2500000000
74.4375000000,130.2500000000
75.7500000000,131.2500000000
77.1250000000,131.2500000000
78.4218750000,132.2500000000
79.7343750000,133.2500000000
81.1093750000,133.2500000000
82.4218750000,134.2500000000
83.7343750000,135.2500000000
85.0312500000,136.2500000000
86.3437500000,137.2500000000
87.5937500000,139.2500000000
88.9062500000,140.2500000000
90.2187500000,141.2500000000
91.4687500000,143.2500000000
92.7812500000,144.2500000000
94.0312500000,146.2500000000
95.2968750000,148.2500000000
96.5625000000,150.2500000000
97.8281250000,152.2500000000
99.1093750000,154.2500000000
320.1250000000,153.2500000000
319.1250000000,216.2500000000
322.9687500000,151.2500000000
324.4062500000,150.2500000000
325.8281250000,149.2500000000
327.2031250000,149.2500000000
328.6406250000,148.2500000000
327.4687500000,212.2500000000
331.4375000000,147.2500000000
332.8125000000,147.2500000000
334.1875000000,147.2500000000
335.5625000000,147.2500000000
336.8750000000,148.2500000000
338.2500000000,148.2500000000
339.6093750000,148.2500000000
340.9843750000,148.2500000000
342.3593750000,148.2500000000
343.7343750000,148.2500000000
345.0468750000,149.2500000000
346.4218750000,149.2500000000
347.7500000000,150.2500000000
349.1562500000,150.2500000000
212.1718750000,116.2500000000
213.3750000000,118.2500000000
214.5625000000,120.2500000000
215.7343750000,123.0000000000
215.0000000000,0.0000000000
216.9218750000,145.5000000000
218.3125000000,145.2500000000
219.8125000000,143.2500000000
221.3281250000,141.2500000000
222.8281250000,139.2500000000
224.2812500000,138.2500000000
225.7812500000,136.2500000000
227.2343750000,135.2500000000
228.6875000000,134.2500000000
230.1406250000,133.2500000000
231.5937500000,132.2500000000
233.0468750000,131.2500000000
234.4843750000,130.2500000000
235.8750000000,130.2500000000
237.3281250000,129.2500000000
238.7187500000,129.2500000000
240.1718750000,128.2500000000
241.5625000000,128.2500000000
242.9375000000,128.2500000000
244.3125000000,128.2500000000
245.7031250000,128.2500000000
247.0781250000,128.2500000000
248.4843750000,128.0000000000
249.8437500000,128.2500000000
251.2187500000,128.2500000000
252.6093750000,128.2500000000
253.9062500000,129.2500000000
255.2968750000,129.2500000000
256.6250000000,130.0000000000
257.9687500000,130.2500000000
259.2968750000,131.2500000000
260.5937500000,132.2500000000
261.9843750000,132.2500000000
263.2968750000,133.2500000000
264.6093750000,134.2500000000
212.2031250000,116.2500000000
213.4062500000,118.2500000000
214.5937500000,120.2500000000
215.7500000000,123.0000000000
215.0156250000,0.0000000000
216.9218750000,145.5000000000
218.3125000000,145.2500000000
219.8125000000,143.2500000000
221.3125000000,141.2500000000
222.8125000000,139.2500000000
224.2500000000,138.2500000000
225.7500000000,136.2500000000
227.2031250000,135.2500000000
228.6406250000,134.2500000000
230.0937500000,133.2500000000
231.5312500000,132.2500000000
232.9843750000,131.2500000000
234.4218750000,130.2500000000
235.7968750000,130.2500000000
237.2500000000,129.2500000000
238.6406250000,129.2500000000
240.0937500000,128.2500000000
241.4843750000,128.0000000000
242.8437500000,128.2500000000
244.2187500000,128.2500000000
245.5937500000,128.2500000000
246.9687500000,128.2500000000
248.3437500000,128.2500000000
249.7187500000,128.2500000000
251.0937500000,128.2500000000
252.4687500000,128.2500000000
253.7656250000,129.2500000000
255.1406250000,129.2500000000
256.4375000000,130.2500000000
257.8437500000,130.0000000000
259.1250000000,131.2500000000
260.4218750000,132.2500000000
261.7968750000,132.2500000000
263.1093750000,133.2500000000
264.4218750000,134.2500000000
350.2500000000,151.2500000000
351.5781250000,152.2500000000
352.8906250000,153.2500000000
354.2187500000,154.2500000000
355.5468750000,155.2500000000
356.8750000000,156.2500000000
358.1562500000,158.2500000000
357.2343750000,223.2500000000
0.7656250000,161.2500000000
2.0781250000,162.2500000000
3.3750000000,164.2500000000
4.6718750000,166.2500000000
5.9531250000,168.2500000000
7.2031250000,171.2500000000
8.4843750000,173.2500000000
9.7343750000,176.2500000000
11.0312500000,178.2500000000
12.2968750000,181.2500000000
13.5625000000,184.2500000000
14.7812500000,188.2500000000
16.6562500000,175.5000000000
17.4687500000,190.5000000000
18.3437500000,206.5000000000
20.4062500000,185.5000000000
21.9687500000,180.2500000000
23.5000000000,176.2500000000
25.0468750000,172.2500000000
26.5937500000,168.2500000000
28.1406250000,164.2500000000
29.6718750000,161.2500000000
31.2031250000,158.2500000000
30.3750000000,219.2500000000
34.2500000000,152.2500000000
35.7343750000,150.2500000000
37.2187500000,148.2500000000
38.7656250000,145.2500000000
40.2031250000,144.2500000000
41.7031250000,142.2500000000
43.2031250000,140.2500000000
44.6562500000,139.2500000000
46.2656250000,137.2500000000
47.6875000000,136.2500000000
49.1406250000,135.2500000000
50.5781250000,134.2500000000
52.0312500000,133.2500000000
53.4531250000,132.2500000000
54.9062500000,131.2500000000
56.2812500000,131.2500000000
57.7187500000,130.2500000000
59.0937500000,130.2500000000
60.5312500000,129.2500000000
61.9062500000,129.2500000000
63.2812500000,129.2500000000
64.6562500000,129.2500000000
66.0312500000,129.2500000000
67.3906250000,129.2500000000
68.7656250000,129.2500000000
70.1406250000,129.2500000000
71.5156250000,129.2500000000
72.8125000000,130.2500000000
74.1718750000,130.2500000000
75.4843750000,131.2500000000
76.8593750000,131.2500000000
78.1562500000,132.2500000000
79.5312500000,132.2500000000
80.8281250000,133.2500000000
82.1250000000,134.2500000000
83.4375000000,135.2500000000
84.7343750000,136.2500000000
86.0468750000,137.2500000000
87.3437500000,138.2500000000
88.5937500000,140.2500000000
89.9062500000,141.2500000000
91.2187500000,142.2500000000
92.4687500000,144.2500000000
93.7031250000,146.2500000000
95.0312500000,147.2500000000
96.2812500000,149.2500000000
97.5468750000,151.2500000000
98.8125000000,153.2500000000
320.0156250000,153.2500000000
321.4531250000,152.2500000000
322.8750000000,151.2500000000
321.8437500000,214.2500000000
325.7343750000,149.2500000000
327.1875000000,148.2500000000
328.5625000000,148.2500000000
329.9375000000,148.2500000000
331.3750000000,147.2500000000
330.1875000000,211.2500000000
334.1406250000,147.2500000000
335.5156250000,147.2500000000
336.8281250000,148.2500000000
338.2031250000,148.2500000000
339.5781250000,148.2500000000
340.9687500000,148.2500000000
342.3437500000,148.2500000000
343.7187500000,148.2500000000
345.0312500000,149.2500000000
346.4062500000,149.2500000000
347.7500000000,150.2500000000
349.1562500000,150.2500000000
349.0312500000,150.2500000000
155.2812500000,154.2500000000
156.6406250000,154.2500000000
158.0156250000,154.2500000000
159.4375000000,153.2500000000
160.7656250000,154.2500000000
162.1406250000,154.2500000000
164.3750000000,139.5000000000
166.5156250000,128.5000000000
167.9843750000,127.2500000000
169.4375000000,126.2500000000
171.0468750000,123.2500000000
172.5156250000,122.2500000000
173.9687500000,121.2500000000
175.4218750000,120.2500000000
176.9843750000,118.2500000000
178.3593750000,118.2500000000
179.8125000000,117.2500000000
181.4062500000,115.0000000000
182.8437500000,114.2500000000
184.2187500000,114.2500000000
185.5937500000,114.2500000000
187.0625000000,113.2500000000
188.4375000000,113.2500000000
189.9375000000,112.0000000000
191.2968750000,112.2500000000
192.6718750000,112.2500000000
194.0468750000,112.2500000000
195.5156250000,111.2500000000
196.7968750000,112.2500000000
198.1875000000,112.0000000000
199.5468750000,112.2500000000
200.9218750000,112.2500000000
202.2968750000,112.2500000000
203.6718750000,112.2500000000
204.9375000000,113.2500000000
206.2500000000,114.0000000000
207.5937500000,114.2500000000
208.8750000000,115.2500000000
210.2500000000,115.2500000000
211.5312500000,116.2500000000
320.3281250000,152.2500000000
321.6875000000,152.2500000000
323.0937500000,151.2500000000
324.5312500000,150.2500000000
325.9375000000,149.2500000000
327.3750000000,148.2500000000
328.7343750000,148.2500000000
330.0937500000,148.2500000000
331.5312500000,147.2500000000
332.8906250000,147.2500000000
334.2656250000,147.2500000000
335.6250000000,147.2500000000
336.9218750000,148.2500000000
335.7656250000,212.2500000000
339.6562500000,148.2500000000
341.0312500000,148.2500000000
342.3906250000,148.2500000000
343.7500000000,148.2500000000
345.0625000000,149.2500000000
343.9375000000,213.2500000000
347.7500000000,150.2500000000
349.1562500000,150.2500000000
320.3281250000,152.2500000000
321.7031250000,152.2500000000
323.1250000000,151.2500000000
324.5625000000,150.2500000000
325.9843750000,149.2500000000
327.4375000000,148.2500000000
328.8125000000,148.2500000000
330.1875000000,148.2500000000
331.6250000000,147.2500000000
330.4375000000,211.2500000000
334.3906250000,147.2500000000
335.7656250000,147.2500000000
337.0781250000,148.2500000000
338.4531250000,148.2500000000
339.8281250000,148.2500000000
338.6875000000,212.2500000000
342.5937500000,148.2500000000
343.9687500000,148.2500000000
345.2812500000,149.2500000000
346.6562500000,149.2500000000
348.0000000000,150.2500000000
349.3593750000,151.2500000000
349.0312500000,150.2500000000
349.1562500000,150.2500000000
266.5000000000,136.2500000000
267.7968750000,137.2500000000
269.1093750000,138.2500000000
270.4218750000,139.2500000000
271.6718750000,141.2500000000
272.9843750000,142.2500000000
274.2343750000,144.2500000000
275.4843750000,146.2500000000
276.7500000000,148.2500000000
278.0156250000,150.2500000000
279.2812500000,152.2500000000
280.5468750000,154.2500000000
281.8281250000,156.2500000000
283.1093750000,158.2500000000
284.3437500000,161.2500000000
285.5625000000,164.2500000000
286.8593750000,166.2500000000
288.0468750000,170.2500000000
289.2968750000,173.2500000000
290.5468750000,176.2500000000
291.7656250000,180.2500000000
293.0000000000,184.2500000000
294.2187500000,188.2500000000
295.7812500000,183.2500000000
296.5937500000,199.5000000000
298.3125000000,189.5000000000
299.7968750000,186.2500000000
301.0312500000,190.2500000000
303.8750000000,0.0000000000
305.2500000000,0.0000000000
305.7968750000,173.5000000000
307.2656250000,171.2500000000
308.9062500000,165.2500000000
310.3593750000,163.2500000000
311.8437500000,161.2500000000
313.2656250000,160.2500000000
314.7343750000,158.2500000000
316.2031250000,156.2500000000
317.6250000000,155.2500000000
319.0937500000,153.2500000000
320.5625000000,152.2500000000
321.9687500000,151.2500000000
323.3437500000,151.2500000000
324.7812500000,150.2500000000
326.2031250000,149.2500000000
327.6406250000,148.2500000000
329.0156250000,148.2500000000
330.4375000000,147.2500000000
331.8125000000,147.2500000000
333.1875000000,147.2500000000
334.5625000000,147.2500000000
335.9375000000,147.2500000000
337.2500000000,148.2500000000
338.6250000000,148.2500000000
339.9843750000,148.2500000000
341.3593750000,148.2500000000
342.7343750000,148.2500000000
344.1093750000,148.2500000000
345.4218750000,149.2500000000
346.7968750000,149.2500000000
348.1250000000,150.2500000000
348.9062500000,150.2500000000
348.7656250000,150.2500000000
348.5156250000,150.2500000000
265.6875000000,135.2500000000
266.9687500000,136.2500000000
268.2812500000,137.2500000000
269.5781250000,138.2500000000
268.0468750000,204.2500000000
272.1406250000,141.2500000000
273.3750000000,143.2500000000
274.6875000000,144.2500000000
275.9218750000,146.2500000000
277.1875000000,148.2500000000
278.4531250000,150.2500000000
279.7031250000,152.2500000000
280.9687500000,154.2500000000
282.2031250000,157.2500000000
283.4687500000,159.2500000000
284.6875000000,162.2500000000
285.9687500000,164.0000000000
287.2031250000,167.2500000000
288.4375000000,170.2500000000
289.6406250000,174.2500000000
290.8906250000,177.2500000000
292.0937500000,181.2500000000
293.3125000000,185.5000000000
294.5468750000,189.2500000000
296.0468750000,185.2500000000
296.9062500000,200.5000000000
298.6875000000,188.5000000000
300.0937500000,187.2500000000
301.3125000000,191.5000000000
304.1875000000,0.0000000000
305.5625000000,0.0000000000
306.0625000000,174.5000000000
307.6406250000,169.2500000000
309.2031250000,165.2500000000
310.6562500000,163.0000000000
312.1250000000,161.2500000000
313.5937500000,159.2500000000
315.0000000000,158.2500000000
316.4687500000,156.2500000000
315.5781250000,218.2500000000
319.3750000000,153.2500000000
320.8125000000,152.2500000000
322.2343750000,151.2500000000
323.6093750000,151.2500000000
325.0468750000,150.2500000000
324.0000000000,213.2500000000
327.9218750000,148.2500000000
329.2968750000,148.2500000000
330.6718750000,148.2500000000
332.1093750000,147.2500000000
333.5000000000,147.2500000000
332.3125000000,211.2500000000
336.1875000000,148.2500000000
337.5625000000,148.2500000000
338.9375000000,148.2500000000
340.3281250000,148.2500000000
341.7031250000,148.2500000000
343.0781250000,148.2500000000
344.4531250000,148.2500000000
345.7656250000,149.2500000000
347.1562500000,149.2500000000
318.7968750000,216.2500000000
322.6406250000,151.2500000000
324.0937500000,150.2500000000
325.5156250000,149.2500000000
326.9062500000,149.2500000000
328.3437500000,148.2500000000
329.7343750000,148.2500000000
331.1875000000,147.2500000000
332.5625000000,147.2500000000
333.9531250000,147.2500000000
335.3281250000,147.2500000000
336.6562500000,148.2500000000
335.5000000000,212.2500000000
339.4218750000,148.2500000000
340.8125000000,148.2500000000
342.1875000000,148.2500000000
343.5781250000,148.2500000000
344.8906250000,149.2500000000
346.2812500000,149.2500000000
347.6250000000,150.2500000000
348.9062500000,150.2500000000
348.5156250000,150.2500000000
45.8593750000,138.2500000000
47.3437500000,136.2500000000
48.7968750000,135.2500000000
50.2343750000,134.2500000000
51.6718750000,133.2500000000
53.1093750000,132.2500000000
54.5625000000,131.2500000000
55.9375000000,131.2500000000
57.3593750000,130.2500000000
58.7343750000,130.2500000000
60.1875000000,129.2500000000
61.5625000000,129.2500000000
62.9218750000,129.2500000000
64.2968750000,129.2500000000
65.6718750000,129.2500000000
67.0468750000,129.2500000000
68.4062500000,129.2500000000
69.7812500000,129.2500000000
71.1562500000,129.2500000000
72.5312500000,129.2500000000
70.6718750000,194.2500000000
75.1875000000,130.2500000000
76.5000000000,131.2500000000
77.7968750000,132.2500000000
79.1562500000,132.2500000000
80.4687500000,133.2500000000
81.7656250000,134.2500000000
83.0781250000,135.2500000000
84.3593750000,136.2500000000
85.6718750000,137.2500000000
86.9843750000,138.2500000000
88.2968750000,139.2500000000
86.7812500000,205.2500000000
90.8437500000,142.2500000000
92.0937500000,144.2500000000
93.4062500000,145.2500000000
94.6562500000,147.2500000000
95.9062500000,149.2500000000
97.1718750000,151.2500000000
98.4375000000,153.2500000000
349.1562500000,150.2500000000
213.2187500000,117.2500000000
214.3281250000,120.2500000000
215.4687500000,123.2500000000
214.7812500000,0.0000000000
216.7031250000,145.5000000000
218.1093750000,145.2500000000
219.6250000000,143.2500000000
221.1250000000,141.2500000000
222.6406250000,139.2500000000
224.0937500000,138.2500000000
225.6093750000,136.2500000000
224.1250000000,199.2500000000
228.5312500000,134.2500000000
230.0000000000,133.2500000000
231.4375000000,132.2500000000
232.9062500000,131.2500000000
234.3593750000,130.2500000000
235.7500000000,130.2500000000
237.2187500000,129.2500000000
238.6093750000,129.2500000000
240.0625000000,128.2500000000
241.4531250000,128.2500000000
242.8437500000,128.2500000000
244.2343750000,128.2500000000
245.6250000000,128.2500000000
247.0156250000,128.2500000000
248.4062500000,128.2500000000
249.7812500000,128.2500000000
251.1718750000,128.2500000000
252.5625000000,128.2500000000
253.8750000000,129.2500000000
255.2656250000,129.2500000000
256.5781250000,130.2500000000
257.9531250000,130.2500000000
259.2812500000,131.2500000000
260.5937500000,132.2500000000
261.9843750000,132.2500000000
263.3125000000,133.2500000000
264.6250000000,134.2500000000
265.9531250000,135.2500000000
155.2812500000,154.2500000000
156.6562500000,154.2500000000
158.0312500000,154.2500000000
159.4531250000,153.2500000000
160.8281250000,153.2500000000
162.1718750000,154.2500000000
164.4687500000,138.5000000000
166.5468750000,128.5000000000
168.0156250000,127.2500000000
169.4843750000,126.2500000000
171.0937500000,123.2500000000
172.5625000000,122.2500000000
174.0156250000,121.2500000000
175.4843750000,120.2500000000
177.0468750000,118.2500000000
178.4218750000,118.2500000000
179.8750000000,117.2500000000
181.4375000000,115.2500000000
182.9218750000,114.2500000000
184.2968750000,114.2500000000
185.6718750000,114.2500000000
187.1406250000,113.2500000000
188.5312500000,113.2500000000
190.0156250000,112.2500000000
191.3906250000,112.2500000000
192.7656250000,112.2500000000
194.1562500000,112.2500000000
195.6250000000,111.2500000000
196.9062500000,112.2500000000
198.2812500000,112.2500000000
199.6562500000,112.2500000000
201.0468750000,112.2500000000
202.4218750000,112.2500000000
203.7968750000,112.2500000000
205.0625000000,113.2500000000
206.3593750000,114.2500000000
207.6406250000,115.2500000000
209.0156250000,115.2500000000
210.3906250000,115.2500000000
211.6875000000,116.2500000000
213.3125000000,118.2500000000
214.5000000000,120.2500000000
215.6718750000,123.0000000000
214.9531250000,0.0000000000
216.8750000000,145.5000000000
218.3281250000,144.2500000000
219.7812500000,143.2500000000
221.2968750000,141.2500000000
222.8125000000,139.2500000000
224.2500000000,138.2500000000
225.7656250000,136.2500000000
227.2343750000,135.2500000000
228.6875000000,134.2500000000
230.1562500000,133.2500000000
231.5937500000,132.2500000000
233.0625000000,131.2500000000
234.5156250000,130.2500000000
235.9062500000,130.2500000000
237.3593750000,129.2500000000
238.7500000000,129.2500000000
240.2187500000,128.2500000000
241.6093750000,128.2500000000
242.9843750000,128.2500000000
244.3750000000,128.2500000000
245.7656250000,128.2500000000
247.1562500000,128.2500000000
248.5468750000,128.2500000000
249.9218750000,128.2500000000
251.3125000000,128.2500000000
252.6250000000,129.2500000000
254.0156250000,129.2500000000
255.3906250000,129.2500000000
256.7031250000,130.2500000000
258.0937500000,130.2500000000
259.4218750000,131.2500000000
260.7187500000,132.2500000000
262.1093750000,132.2500000000
263.4375000000,133.2500000000
264.7500000000,134.2500000000
266.0781250000,135.2500000000
213.7343750000,119.2500000000
214.9375000000,121.2500000000
214.0781250000,0.0000000000
215.4687500000,0.0000000000
217.3750000000,145.5000000000
218.8437500000,144.2500000000
220.3593750000,142.2500000000
221.8750000000,140.2500000000
223.3125000000,139.2500000000
224.8281250000,137.2500000000
226.2812500000,136.2500000000
227.7500000000,135.2500000000
229.2656250000,133.2500000000
230.7187500000,132.2500000000
232.1093750000,132.2500000000
233.5781250000,131.2500000000
235.0156250000,130.2500000000
236.4062500000,130.2500000000
234.6875000000,193.2500000000
239.2656250000,129.2500000000
240.7187500000,128.2500000000
242.1093750000,128.2500000000
243.5000000000,128.2500000000
244.8906250000,128.2500000000
246.2656250000,128.2500000000
247.6562500000,128.2500000000
249.0468750000,128.2500000000
250.4375000000,128.2500000000
251.8125000000,128.2500000000
253.1250000000,129.2500000000
251.3281250000,193.2500000000
255.9062500000,129.2500000000
257.2031250000,130.2500000000
258.5312500000,131.2500000000
259.9218750000,131.2500000000
261.2343750000,132.2500000000
262.5468750000,133.2500000000
263.8593750000,134.2500000000
265.1875000000,135.2500000000
266.5000000000,136.2500000000
213.3125000000,118.2500000000
214.5000000000,120.2500000000
215.6718750000,123.0000000000
214.9531250000,0.0000000000
216.8750000000,145.5000000000
218.2812500000,145.2500000000
219.7968750000,143.2500000000
221.3125000000,141.2500000000
222.8125000000,139.2500000000
224.2656250000,138.2500000000
225.7812500000,136.2500000000
227.2500000000,135.2500000000
228.7031250000,134.2500000000
230.1718750000,133.2500000000
